Type1	Type2	Type3	Offense(Stab1,Stab2)	Defense(Stab1,Stab2)
'Grass', 'Poison'	'Fighting', 'Dark'	'Bug', 'Rock'	1.0	0.5, 1.0
'Grass', 'Poison'	'Flying', 'Rock'	'Rock', 'Fairy'	0.5, 1.0	1.0, 2.0
'Grass', 'Poison'	'Flying', 'Dark'	'Fairy', 'None_Type'	0.5, 1.0	1.0, 2.0
'Grass', 'Poison'	'Flying', 'None_Type'	'Rock', 'Fairy'	0.5, 1.0	1.0, 2.0
'Grass', 'Poison'	'Psychic', 'Bug'	'Rock', 'Fairy'	0.5, 1.0	1.0, 2.0
'Grass', 'Flying'	'Fighting', 'Psychic'	'Rock', 'Dragon'	1.0, 2.0	0.5, 1.0
'Grass', 'Flying'	'Fighting', 'Ghost'	'Rock', 'Dragon'	1.0, 2.0	0.5, 1.0
'Grass', 'Flying'	'Fighting', 'Dark'	'Rock', 'Dragon'	1.0, 2.0	0.5, 1.0
'Grass', 'Flying'	'Fighting', 'None_Type'	'Rock', 'Dragon'	1.0, 2.0	0.5, 1.0
'Grass', 'Psychic'	'Grass', 'Fairy'	'Grass', 'None_Type'	0.5, 1.0	0.5, 1.0
'Grass', 'Psychic'	'Ice', 'Psychic'	'Psychic', 'Rock'	0.5, 1.0	0.5, 2.0
'Grass', 'Psychic'	'Ice', 'Fairy'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Grass', 'Psychic'	'Ice', 'Fairy'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Grass', 'Psychic'	'Ice', 'None_Type'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Grass', 'Psychic'	'Ice', 'None_Type'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Grass', 'Psychic'	'Psychic', 'Fairy'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Grass', 'Ghost'	'Grass', 'Fairy'	'Grass', 'None_Type'	0.5, 1.0	0.5, 1.0
'Grass', 'Ghost'	'Ice', 'Ghost'	'Rock', 'Ghost'	1.0, 2.0	2.0
'Grass', 'Ghost'	'Ice', 'Fairy'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Grass', 'Ghost'	'Ice', 'Fairy'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Grass', 'Ghost'	'Ice', 'None_Type'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Grass', 'Ghost'	'Ice', 'None_Type'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Grass', 'Ghost'	'Ground', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Grass', 'Ghost'	'Ground', 'Fairy'	'Dark', 'Fairy'	1.0, 2.0	0.5, 1.0
'Grass', 'Ghost'	'Ground', 'Fairy'	'Dark', 'None_Type'	1.0, 2.0	0.5, 1.0
'Grass', 'Ghost'	'Ghost', 'Fairy'	'Ghost', 'None_Type'	1.0, 2.0	1.0, 2.0
'Grass', 'Dragon'	'Fighting', 'Poison'	'Ground', 'None_Type'	0.5, 1.0	1.0, 2.0
'Grass', 'Dragon'	'Poison', 'Psychic'	'Ground', 'None_Type'	0.5, 1.0	1.0, 2.0
'Grass', 'Dragon'	'Poison', 'Ghost'	'Ground', 'None_Type'	0.5, 1.0	1.0, 2.0
'Grass', 'Dragon'	'Poison', 'Dark'	'Ground', 'None_Type'	0.5, 1.0	1.0, 2.0
'Grass', 'Dragon'	'Poison', 'None_Type'	'Ground', 'Dark'	0.5, 1.0	1.0, 2.0
'Grass', 'Dragon'	'Poison', 'None_Type'	'Ground', 'None_Type'	0.5, 1.0	1.0, 2.0
'Grass', 'Dragon'	'Bug', 'Rock'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Grass', 'Dark'	'Ice', 'Dark'	'Rock', 'Dark'	0.5, 1.0	0.5, 2.0
'Grass', 'Dark'	'Ice', 'None_Type'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Grass', 'Dark'	'Poison', 'Dark'	'Ground', 'Dark'	0.5	0.5, 2.0
'Grass', 'Dark'	'Poison', 'None_Type'	'Ground', 'None_Type'	0.5, 1.0	1.0, 2.0
'Grass', 'Dark'	'Ground', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Grass', 'Steel'	'Ice', 'Fighting'	'Fighting', 'Ground'	1.0, 2.0	1.0, 2.0
'Grass', 'Steel'	'Fighting', 'Flying'	'Flying', 'Rock'	0.5, 1.0	1.0, 2.0
'Grass', 'Steel'	'Fighting', 'Flying'	'Fairy', 'None_Type'	0.5, 1.0	1.0, 2.0
'Grass', 'Fairy'	'Ice', 'Psychic'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Grass', 'Fairy'	'Ice', 'Psychic'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Grass', 'Fairy'	'Ice', 'Ghost'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Grass', 'Fairy'	'Ice', 'Ghost'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Grass', 'Fairy'	'Ice', 'Fairy'	'Psychic', 'Rock'	1.0	1.0, 2.0
'Grass', 'Fairy'	'Ice', 'Fairy'	'Rock', 'Ghost'	1.0	1.0, 2.0
'Grass', 'Fairy'	'Ice', 'Fairy'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Grass', 'Fairy'	'Ice', 'Fairy'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Grass', 'Fairy'	'Ice', 'None_Type'	'Psychic', 'Rock'	1.0	1.0, 2.0
'Grass', 'Fairy'	'Ice', 'None_Type'	'Rock', 'Ghost'	1.0	1.0, 2.0
'Grass', 'Fairy'	'Ice', 'None_Type'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Grass', 'Fairy'	'Ice', 'None_Type'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Grass', 'Fairy'	'Fighting', 'Bug'	'Ground', 'Steel'	0.5, 2.0	0.5, 1.0
'Grass', 'Fairy'	'Flying', 'Ghost'	'Dark', 'Fairy'	0.5, 1.0	1.0, 2.0
'Grass', 'Fairy'	'Flying', 'Ghost'	'Dark', 'None_Type'	0.5, 1.0	1.0, 2.0
'Grass', 'None_Type'	'Ice', 'Fighting'	'Psychic', 'Rock'	1.0	1.0, 2.0
'Grass', 'None_Type'	'Ice', 'Fighting'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Grass', 'None_Type'	'Ice', 'Psychic'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Grass', 'None_Type'	'Ice', 'Psychic'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Grass', 'None_Type'	'Ice', 'Ghost'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Grass', 'None_Type'	'Ice', 'Ghost'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Grass', 'None_Type'	'Ice', 'Dark'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Grass', 'None_Type'	'Ice', 'Fairy'	'Psychic', 'Rock'	1.0	1.0, 2.0
'Grass', 'None_Type'	'Ice', 'Fairy'	'Rock', 'Ghost'	1.0	1.0, 2.0
'Grass', 'None_Type'	'Ice', 'Fairy'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Grass', 'None_Type'	'Ice', 'Fairy'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Grass', 'None_Type'	'Ice', 'None_Type'	'Psychic', 'Rock'	1.0	1.0, 2.0
'Grass', 'None_Type'	'Ice', 'None_Type'	'Rock', 'Ghost'	1.0	1.0, 2.0
'Grass', 'None_Type'	'Ice', 'None_Type'	'Rock', 'Dark'	1.0	1.0, 2.0
'Grass', 'None_Type'	'Ice', 'None_Type'	'Rock', 'Fairy'	1.0	1.0, 2.0
'Grass', 'None_Type'	'Ice', 'None_Type'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Grass', 'None_Type'	'Fighting', 'Poison'	'Ground', 'Fairy'	0.5, 1.0	1.0, 2.0
'Grass', 'None_Type'	'Fighting', 'Poison'	'Ground', 'None_Type'	0.5, 1.0	1.0, 2.0
'Grass', 'None_Type'	'Poison', 'Psychic'	'Ground', 'None_Type'	0.5, 1.0	1.0, 2.0
'Grass', 'None_Type'	'Poison', 'Ghost'	'Ground', 'None_Type'	0.5, 1.0	1.0, 2.0
'Grass', 'None_Type'	'Poison', 'Dark'	'Ground', 'Fairy'	0.5, 1.0	1.0, 2.0
'Grass', 'None_Type'	'Poison', 'Dark'	'Ground', 'None_Type'	0.5, 1.0	1.0, 2.0
'Grass', 'None_Type'	'Poison', 'Fairy'	'Ground', 'None_Type'	0.5, 1.0	1.0, 2.0
'Grass', 'None_Type'	'Poison', 'None_Type'	'Ground', 'Dark'	0.5, 1.0	1.0, 2.0
'Grass', 'None_Type'	'Poison', 'None_Type'	'Ground', 'None_Type'	0.5, 1.0	1.0, 2.0
'Grass', 'None_Type'	'Ground', 'Steel'	'Ghost', 'Dragon'	1.0	0.5, 1.0
'Grass', 'None_Type'	'Ground', 'Steel'	'Dragon', 'Dark'	1.0	0.5, 1.0
'Grass', 'None_Type'	'Ground', 'Steel'	'Dragon', 'None_Type'	1.0	0.5, 1.0
'Grass', 'None_Type'	'Bug', 'Rock'	'Rock', 'None_Type'	1.0	1.0, 2.0
'Ice', 'Fighting'	'Fighting', 'Dragon'	'Dragon', 'Steel'	1.0, 2.0	1.0, 2.0
'Ice', 'Poison'	'Ice', 'Dark'	'Ice', 'None_Type'	0.5, 1.0	0.5, 1.0
'Ice', 'Poison'	'Ice', 'Dark'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Ice', 'Poison'	'Fighting', 'Rock'	'Fairy', 'None_Type'	0.5, 1.0	1.0, 2.0
'Ice', 'Poison'	'Fighting', 'Fairy'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Ice', 'Poison'	'Poison', 'Dark'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Ice', 'Poison'	'Poison', 'None_Type'	'Bug', 'Ghost'	0.5, 1.0	0.5, 1.0
'Ice', 'Poison'	'Rock', 'Dark'	'Fairy', 'None_Type'	0.5, 1.0	1.0, 2.0
'Ice', 'Ground'	'Fighting', 'Dragon'	'Dragon', 'Steel'	1.0, 2.0	1.0, 2.0
'Ice', 'Ground'	'Poison', 'Bug'	'Bug', 'None_Type'	1.0	0.5, 1.0
'Ice', 'Psychic'	'Ice', 'Fairy'	'Ice', 'None_Type'	0.5, 1.0	0.5, 1.0
'Ice', 'Psychic'	'Ground', 'Ghost'	'Ghost', 'Dragon'	1.0, 2.0	1.0, 2.0
'Ice', 'Psychic'	'Flying', 'Psychic'	'Psychic', 'Bug'	0.5, 2.0	0.5, 1.0
'Ice', 'Psychic'	'Flying', 'Ghost'	'Ghost', 'Dragon'	1.0, 2.0	1.0, 2.0
'Ice', 'Psychic'	'Psychic', 'Fairy'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Ice', 'Psychic'	'Rock', 'Dragon'	'Ghost', 'Dragon'	1.0, 2.0	1.0, 2.0
'Ice', 'Rock'	'Psychic', 'Rock'	'Ghost', 'Dragon'	1.0	1.0, 2.0
'Ice', 'Ghost'	'Ice', 'Fairy'	'Ice', 'None_Type'	0.5, 1.0	0.5, 1.0
'Ice', 'Ghost'	'Poison', 'Ground'	'Dark', 'Fairy'	1.0, 2.0	0.5, 1.0
'Ice', 'Ghost'	'Poison', 'Flying'	'Dark', 'Fairy'	1.0, 2.0	0.5, 1.0
'Ice', 'Ghost'	'Ground', 'Steel'	'Ground', 'None_Type'	1.0	1.0, 2.0
'Ice', 'Ghost'	'Ground', 'None_Type'	'Dragon', 'Steel'	1.0, 2.0	1.0
'Ice', 'Ghost'	'Ghost', 'Fairy'	'Ghost', 'None_Type'	1.0, 2.0	1.0, 2.0
'Ice', 'Dragon'	'Ground', 'Bug'	'Rock', 'None_Type'	1.0, 2.0	1.0
'Ice', 'Dark'	'Poison', 'Ghost'	'Fairy', 'None_Type'	1.0, 2.0	0.5, 1.0
'Ice', 'Dark'	'Poison', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Ice', 'Dark'	'Ground', 'Steel'	'Ground', 'None_Type'	1.0	1.0, 2.0
'Ice', 'Dark'	'Ground', 'None_Type'	'Dragon', 'Steel'	1.0, 2.0	1.0
'Ice', 'Dark'	'Flying', 'Dark'	'Bug', 'Dark'	0.5, 2.0	0.5, 1.0
'Ice', 'Fairy'	'Poison', 'Psychic'	'Ground', 'Bug'	0.5, 1.0	1.0, 2.0
'Ice', 'Fairy'	'Poison', 'Ghost'	'Dark', 'None_Type'	0.5, 1.0	1.0, 2.0
'Ice', 'None_Type'	'Poison', 'Rock'	'Psychic', 'Dragon'	1.0	1.0, 2.0
'Ice', 'None_Type'	'Ground', 'Bug'	'Rock', 'None_Type'	1.0, 2.0	1.0
'Ice', 'None_Type'	'Ground', 'Ghost'	'Ground', 'Steel'	1.0, 2.0	1.0
'Ice', 'None_Type'	'Ground', 'Ghost'	'Dragon', 'Steel'	1.0, 2.0	1.0
'Ice', 'None_Type'	'Ground', 'Dark'	'Ground', 'Steel'	1.0, 2.0	1.0
'Ice', 'None_Type'	'Ground', 'Dark'	'Dragon', 'Steel'	1.0, 2.0	1.0
'Ice', 'None_Type'	'Ground', 'Steel'	'Ground', 'None_Type'	1.0	1.0, 2.0
'Ice', 'None_Type'	'Ground', 'None_Type'	'Dragon', 'Steel'	1.0, 2.0	1.0
'Ice', 'None_Type'	'Psychic', 'Rock'	'Ghost', 'Dragon'	1.0	1.0, 2.0
'Fighting', 'Flying'	'Fighting', 'Psychic'	'Fighting', 'Fairy'	0.5, 2.0	0.5, 2.0
'Fighting', 'Flying'	'Fighting', 'Rock'	'Flying', 'Rock'	1.0, 2.0	0.5, 1.0
'Fighting', 'Psychic'	'Poison', 'Rock'	'Flying', 'Dragon'	1.0, 2.0	0.5, 1.0
'Fighting', 'Psychic'	'Poison', 'Rock'	'Flying', 'None_Type'	1.0, 2.0	0.5, 1.0
'Fighting', 'Psychic'	'Poison', 'Rock'	'Dragon', 'Fairy'	1.0, 2.0	0.5, 1.0
'Fighting', 'Psychic'	'Poison', 'Rock'	'Fairy', 'None_Type'	1.0, 2.0	0.5, 1.0
'Fighting', 'Psychic'	'Flying', 'Dragon'	'Rock', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fighting', 'Psychic'	'Flying', 'None_Type'	'Rock', 'Dragon'	0.5, 1.0	1.0, 2.0
'Fighting', 'Psychic'	'Flying', 'None_Type'	'Rock', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fighting', 'Bug'	'Fighting', 'Dragon'	'Bug', 'Steel'	0.5, 1.0	0.5, 1.0
'Fighting', 'Bug'	'Fighting', 'Dragon'	'Bug', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fighting', 'Bug'	'Fighting', 'None_Type'	'Bug', 'Dragon'	0.5, 1.0	0.5, 1.0
'Fighting', 'Bug'	'Fighting', 'None_Type'	'Bug', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fighting', 'Bug'	'Ground', 'Rock'	'Rock', 'Fairy'	1.0, 2.0	0.5, 1.0
'Fighting', 'Rock'	'Poison', 'Dragon'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fighting', 'Ghost'	'Poison', 'Dragon'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Fighting', 'Ghost'	'Poison', 'Dragon'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fighting', 'Ghost'	'Poison', 'Dark'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fighting', 'Ghost'	'Flying', 'Dragon'	'Rock', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fighting', 'Ghost'	'Flying', 'Dark'	'Rock', 'Dragon'	0.5, 1.0	1.0, 2.0
'Fighting', 'Ghost'	'Flying', 'Dark'	'Rock', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fighting', 'Ghost'	'Flying', 'None_Type'	'Rock', 'Dragon'	0.5, 1.0	1.0, 2.0
'Fighting', 'Ghost'	'Flying', 'None_Type'	'Rock', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fighting', 'Dragon'	'Ground', 'Dragon'	'Dragon', 'Steel'	1.0, 2.0	1.0, 2.0
'Fighting', 'Dragon'	'Ground', 'Dragon'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Fighting', 'Dragon'	'Flying', 'Dragon'	'Rock', 'Dragon'	0.5, 2.0	2.0
'Fighting', 'Dragon'	'Flying', 'None_Type'	'Rock', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fighting', 'Dark'	'Flying', 'Dragon'	'Rock', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fighting', 'Dark'	'Flying', 'None_Type'	'Rock', 'Dragon'	0.5, 1.0	1.0, 2.0
'Fighting', 'Dark'	'Flying', 'None_Type'	'Rock', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fighting', 'Steel'	'Flying', 'None_Type'	'Steel', 'Fairy'	0.5, 1.0	1.0
'Fighting', 'Steel'	'Psychic', 'None_Type'	'Steel', 'Fairy'	0.5, 1.0	1.0
'Fighting', 'Fairy'	'Flying', 'None_Type'	'Rock', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fighting', 'None_Type'	'Flying', 'Dragon'	'Rock', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fighting', 'None_Type'	'Flying', 'None_Type'	'Rock', 'Dragon'	0.5, 1.0	1.0, 2.0
'Fighting', 'None_Type'	'Flying', 'None_Type'	'Rock', 'None_Type'	0.5, 1.0	1.0, 2.0
'Poison', 'Ground'	'Ground', 'Dark'	'Dragon', 'Fairy'	0.5, 1.0	1.0, 2.0
'Poison', 'Ground'	'Ground', 'Dark'	'Fairy', 'None_Type'	0.5, 1.0	1.0, 2.0
'Poison', 'Flying'	'Poison', 'Dragon'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Poison', 'Flying'	'Poison', 'Dragon'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Poison', 'Flying'	'Poison', 'Dark'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Poison', 'Bug'	'Ground', 'Bug'	'Ground', 'Fairy'	0.5, 1.0	0.5, 1.0
'Poison', 'Bug'	'Ground', 'Dragon'	'Bug', 'None_Type'	0.5, 1.0	1.0
'Poison', 'Bug'	'Ground', 'None_Type'	'Bug', 'Dragon'	0.5, 1.0	1.0
'Poison', 'Bug'	'Ground', 'None_Type'	'Bug', 'None_Type'	0.5, 1.0	1.0
'Poison', 'Ghost'	'Flying', 'Dark'	'Flying', 'Fairy'	0.5, 1.0	1.0, 2.0
'Poison', 'Ghost'	'Flying', 'Dark'	'Dragon', 'Fairy'	0.5, 1.0	1.0, 2.0
'Poison', 'Ghost'	'Flying', 'Dark'	'Fairy', 'None_Type'	0.5, 1.0	1.0, 2.0
'Poison', 'Ghost'	'Flying', 'Fairy'	'Dark', 'None_Type'	1.0, 2.0	0.5, 1.0
'Poison', 'Ghost'	'Dragon', 'Fairy'	'Dark', 'None_Type'	1.0, 2.0	0.5, 1.0
'Poison', 'Ghost'	'Dark', 'None_Type'	'Fairy', 'None_Type'	0.5, 1.0	1.0, 2.0
'Poison', 'Dragon'	'Poison', 'Dark'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Poison', 'Dragon'	'Poison', 'None_Type'	'Bug', 'Rock'	0.5, 1.0	0.5, 1.0
'Poison', 'Dragon'	'Poison', 'None_Type'	'Bug', 'Ghost'	0.5, 1.0	0.5, 1.0
'Poison', 'Dragon'	'Flying', 'Dragon'	'Dragon', 'Dark'	1.0, 2.0	1.0, 2.0
'Poison', 'Dragon'	'Flying', 'Dragon'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Poison', 'Dragon'	'Dragon', 'Dark'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Poison', 'Dark'	'Flying', 'Dark'	'Dragon', 'Dark'	0.5, 1.0	0.5, 1.0
'Poison', 'Dark'	'Flying', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Poison', 'Dark'	'Dragon', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Poison', 'None_Type'	'Ground', 'Dark'	'Dragon', 'Fairy'	0.5, 1.0	1.0, 2.0
'Poison', 'None_Type'	'Ground', 'Dark'	'Fairy', 'None_Type'	0.5, 1.0	1.0, 2.0
'Ground', 'Psychic'	'Psychic', 'Dragon'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Ground', 'Psychic'	'Psychic', 'Fairy'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Ground', 'Psychic'	'Bug', 'Fairy'	'Rock', 'Fairy'	0.5, 1.0	1.0, 2.0
'Ground', 'Psychic'	'Bug', 'None_Type'	'Rock', 'Fairy'	0.5, 1.0	1.0, 2.0
'Ground', 'Ghost'	'Rock', 'Fairy'	'Dark', 'Fairy'	1.0, 2.0	0.5, 1.0
'Ground', 'Ghost'	'Rock', 'Fairy'	'Dark', 'None_Type'	1.0, 2.0	0.5, 1.0
'Ground', 'Ghost'	'Ghost', 'Dragon'	'Ghost', 'None_Type'	1.0, 2.0	1.0, 2.0
'Ground', 'Ghost'	'Ghost', 'Fairy'	'Ghost', 'None_Type'	1.0, 2.0	1.0, 2.0
'Ground', 'Dragon'	'Psychic', 'Dragon'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Ground', 'Dragon'	'Ghost', 'Dragon'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Ground', 'Dragon'	'Dragon', 'Dark'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Ground', 'Dark'	'Dragon', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Ground', 'Fairy'	'Bug', 'Ghost'	'Bug', 'Fairy'	0.5, 1.0	0.5, 1.0
'Flying', 'Psychic'	'Psychic', 'Dragon'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Flying', 'Psychic'	'Psychic', 'Fairy'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Flying', 'Ghost'	'Ghost', 'Dragon'	'Ghost', 'None_Type'	1.0, 2.0	1.0, 2.0
'Flying', 'Ghost'	'Ghost', 'Fairy'	'Ghost', 'None_Type'	1.0, 2.0	1.0, 2.0
'Flying', 'Dragon'	'Psychic', 'Dragon'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Flying', 'Dragon'	'Ghost', 'Dragon'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Flying', 'Dragon'	'Dragon', 'Dark'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Flying', 'Dark'	'Dragon', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Flying', 'Steel'	'Psychic', 'Steel'	'Dragon', 'Steel'	0.5	0.5
'Flying', 'Fairy'	'Rock', 'Ghost'	'Dark', 'Fairy'	0.5, 1.0	1.0, 2.0
'Flying', 'Fairy'	'Rock', 'Ghost'	'Dark', 'None_Type'	0.5, 1.0	1.0, 2.0
'Psychic', 'Rock'	'Psychic', 'Dragon'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Psychic', 'Rock'	'Psychic', 'Fairy'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Psychic', 'Dragon'	'Rock', 'Dragon'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Bug', 'Fairy'	'Rock', 'Ghost'	'Dark', 'Fairy'	0.5, 1.0	1.0, 2.0
'Rock', 'Ghost'	'Ghost', 'Dragon'	'Ghost', 'None_Type'	1.0, 2.0	1.0, 2.0
'Rock', 'Ghost'	'Ghost', 'Fairy'	'Ghost', 'None_Type'	1.0, 2.0	1.0, 2.0
'Rock', 'Dragon'	'Ghost', 'Dragon'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Rock', 'Dragon'	'Dragon', 'Dark'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Rock', 'Dark'	'Dragon', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Ghost', 'Steel'	'Dark', 'None_Type'	'Fairy', 'None_Type'	0.5, 1.0	1.0, 2.0
